Temperature;Humidity;Latitud;Longitud;Brix;Acidez;Agua;Índice padurez;Calibre;Fertilizantes;Primavera;Verano;Otoño;Invierno;ID;Frescura
12.0;63.0;36.96365430226072;-2.3022823623119404;5.3;0.44;96.32;14.52;9;0;1;0;0;1;1;1
12.0;63.0;36.997577885475934;-2.456540950125907;5.3;0.34;93.35;12.32;6;0;1;1;1;1;11;0
12.0;63.0;37.12579390719724;-2.390211991760496;6.52;0.54;94.17;14.56;7;0;1;0;1;1;17;1
12.0;63.0;37.0166703244706;-2.6583632977965514;5.65;0.38;93.51;13.01;7;1;1;1;1;1;4;1
12.0;63.0;37.188036148342285;-2.734229786409301;6.22;0.33;94.52;14.21;7;1;1;1;1;1;4;1
12.0;63.0;37.07724125428924;-2.778603697986944;6.76;0.36;94.99;14.1;7;0;1;1;0;1;10;1
12.0;63.0;36.99733752719373;-2.637789425223131;7.06;0.63;87.9;11.04;1;0;1;0;1;1;14;0
12.0;63.0;36.97005990786615;-2.28506533332245;8.12;0.53;87.91;15.1;1;0;1;0;1;1;5;0
12.0;63.0;36.77741963317369;-2.56950941260895;4.35;0.24;97.2;16.75;8;0;0;0;1;1;12;1
12.0;63.0;36.86679446379874;-2.708949457541904;5.77;0.32;93.91;12.4;6;0;1;1;1;1;4;1
12.0;63.0;37.02009398351436;-2.7981029366335566;7.35;0.32;94.08;14.94;9;1;1;1;0;1;10;1
12.0;63.0;37.14666382516248;-2.64369398278824;6.65;0.8;88.95;12.2;5;0;1;0;0;1;13;0
12.0;63.0;36.953232280659726;-2.704171579244215;6.04;0.38;96.04;13.59;9;0;1;0;1;1;3;1
12.0;63.0;36.814234818884216;-2.7116078261647742;7.29;0.67;87.48;10.82;1;0;1;0;1;1;14;0
12.0;63.0;36.73456931144101;-2.5464453239412443;3.66;0.3;95.98;12.76;9;0;1;1;0;1;7;0
12.0;63.0;36.8474375817904;-2.538372975623933;6.34;0.44;96.82;15.73;9;1;1;0;1;1;3;1
12.0;63.0;37.18964126338945;-2.535627903395805;7.43;0.74;93.81;10.74;6;0;1;0;1;1;8;1
12.0;63.0;36.92533126428329;-2.6408134618317347;5.0;0.44;96.23;12.24;8;0;1;0;0;1;1;0
12.0;63.0;36.824339796971344;-2.528190745841324;9.68;0.8;86.75;12.42;6;0;1;0;0;1;6;1
12.0;63.0;36.792103057648106;-2.7019640724260072;3.57;0.3;97.67;12.36;9;0;1;0;1;1;16;0
12.0;63.0;36.913378446954994;-2.6939442735197345;7.27;0.44;85.88;14.11;1;1;1;0;1;1;5;0
12.0;63.0;36.9388268113639;-2.335361718813556;5.5;0.49;95.03;11.02;8;0;1;0;1;1;9;0
12.0;63.0;36.86766364856375;-2.557292663841525;6.04;0.49;96.18;13.3;9;0;1;0;1;1;3;1
12.0;63.0;36.713514251890096;-2.4792873709760035;5.51;0.4;96.84;12.28;11;0;1;0;0;1;1;1
12.0;63.0;37.03142839464197;-2.565899535411216;6.22;0.35;92.91;12.84;6;0;1;1;1;1;4;1
12.0;63.0;36.82555128080768;-2.215555397138145;8.14;0.46;87.33;17.9;2;0;1;0;1;1;5;1
12.0;63.0;37.11044424311868;-2.4562346679277893;3.88;0.3;95.75;12.82;12;0;1;1;0;1;7;0
12.0;63.0;36.78832124425816;-2.5122087766670256;8.79;0.57;92.62;13.19;7;1;1;0;1;1;8;1
12.0;63.0;37.18228387930029;-2.792595278170432;6.09;0.56;94.37;14.18;7;1;1;0;1;1;17;1
12.0;63.0;36.84992686832764;-2.504267753424103;2.61;0.3;97.76;12.48;8;1;1;0;1;1;16;0
12.0;63.0;37.08713255924676;-2.319274237820838;8.67;0.56;92.35;12.92;7;0;1;0;1;1;8;1
12.0;63.0;36.720542895776966;-2.5870699770775807;6.23;0.41;96.26;14.6;9;1;1;0;1;1;3;1
12.0;63.0;36.86073110689296;-2.278107202032052;6.21;0.43;96.44;15.18;9;0;1;0;1;1;3;1
12.0;63.0;37.004266827070175;-2.474050765504113;7.32;0.65;86.1;10.88;2;0;1;0;1;1;14;0
12.0;63.0;37.04419093885114;-2.406528939160055;7.45;0.46;86.92;14.13;1;1;1;0;1;1;5;0
12.0;63.0;37.01404583698887;-2.6241059291038136;6.49;0.8;85.34;12.46;8;0;1;0;0;1;13;1
12.0;63.0;36.784085718000576;-2.68600200346398;7.12;0.62;87.28;11.09;3;1;1;0;1;1;14;0
12.0;63.0;36.77847252326468;-2.748058442159607;5.12;0.43;96.17;14.05;9;0;1;0;0;1;2;1
12.0;63.0;36.70299416704958;-2.406042275402881;5.69;0.3;93.79;14.23;6;0;1;1;1;1;4;1
12.0;63.0;36.76636111816472;-2.5357640916348783;5.47;0.42;96.17;12.76;9;0;1;0;0;1;2;1
12.0;63.0;36.92914815189302;-2.5665672732758247;5.28;0.46;95.05;11.23;7;0;1;0;1;1;9;0
12.0;63.0;36.966596707791794;-2.5203098780083444;6.55;0.37;94.66;12.84;7;1;1;1;0;1;10;1
12.0;63.0;36.91498759998423;-2.6510698422364407;3.9;0.3;95.92;13.98;13;0;1;1;0;1;7;1
12.0;63.0;36.76089168929878;-2.2138680763659115;7.27;0.44;88.95;15.85;2;1;1;0;1;1;5;1
12.0;63.0;36.8873109120064;-2.2143994531797064;5.34;0.47;95.47;10.63;8;0;1;0;1;1;9;0
12.0;63.0;37.06768135307985;-2.306907555846304;6.13;0.49;94.24;14.96;7;0;1;0;1;1;17;1
12.0;63.0;37.188915875739845;-2.294076884720849;6.2;0.8;87.95;13.96;5;0;1;0;0;1;13;1
12.0;63.0;37.15603365299004;-2.302492817400446;6.34;0.4;93.34;13.05;7;1;1;1;1;1;4;1
12.0;63.0;36.81698495535831;-2.2982918978584106;5.67;0.37;93.24;12.43;7;1;1;1;1;1;4;1
12.0;63.0;37.12375208972549;-2.4897845075328577;6.9;0.49;94.03;12.82;7;1;1;0;1;1;17;1
12.0;63.0;36.74909508677505;-2.401571891054956;3.72;0.3;95.55;12.84;11;0;1;1;0;1;7;0
12.0;63.0;37.17110248498636;-2.620207110201052;5.44;0.32;94.23;14.01;6;0;1;1;1;1;11;1
12.0;63.0;36.91017935625743;-2.545184324702928;5.41;0.4;96.76;13.56;10;0;1;0;0;1;2;1
12.0;63.0;36.89996578796504;-2.2115641839298847;5.34;0.36;93.1;15.0;7;1;1;1;1;1;4;1
12.0;63.0;36.8137926492675;-2.3715928296022124;3.43;0.3;97.68;12.4;13;0;1;0;1;1;16;0
12.0;63.0;36.87956749235757;-2.2795169238946107;3.12;0.3;97.67;12.44;10;0;1;0;1;1;16;0
12.0;63.0;36.77600567264647;-2.771129059936454;6.05;0.39;96.82;13.29;8;0;1;0;1;1;3;1
12.0;63.0;37.04885278947362;-2.522697531931478;3.92;0.25;96.7;18.04;8;1;0;0;1;1;12;1
12.0;63.0;37.16850608306655;-2.702217661906785;6.62;0.37;94.44;13.66;8;0;1;1;0;1;10;1
12.0;63.0;37.04951219467664;-2.70374709644209;7.75;0.8;86.06;14.76;6;0;1;0;0;1;6;1
12.0;63.0;37.06690896040428;-2.583035353172583;5.8;0.3;92.24;13.78;6;1;1;1;1;1;4;1
12.0;63.0;36.84562717226387;-2.2653773711733893;7.35;0.64;93.81;12.09;7;0;1;0;1;1;8;1
12.0;63.0;36.847177754780574;-2.597800637696112;6.15;0.41;94.69;12.16;7;0;1;0;1;1;17;1
12.0;63.0;36.81307802250728;-2.479683121172944;2.98;0.3;97.65;13.12;9;0;1;0;1;1;16;0
12.0;63.0;36.88046278787892;-2.416555787930834;7.8;0.43;86.2;16.83;1;1;1;0;1;1;5;0
12.0;63.0;37.13358375162146;-2.568351802128541;6.64;0.37;94.74;12.21;9;0;1;1;0;1;10;1
12.0;63.0;36.80638113421216;-2.2864923330840443;4.1;0.3;95.66;14.2;9;0;1;1;0;1;7;1
12.0;63.0;36.71631151501549;-2.544129079195202;6.02;0.4;94.39;12.59;9;0;1;1;0;1;10;1
12.0;63.0;36.814954137114285;-2.550530466462828;6.51;0.37;94.06;12.38;9;0;1;1;0;1;10;1
12.0;63.0;36.9171434691216;-2.6723871931718888;3.81;0.3;95.79;14.01;12;1;1;1;0;1;7;1
12.0;63.0;36.729546426537055;-2.726940300307284;6.9;0.61;86.29;11.11;3;0;1;0;1;1;14;0
12.0;63.0;37.05429324329158;-2.3020370789908555;6.48;0.41;96.03;14.89;10;0;1;0;1;1;3;1
12.0;63.0;36.73575046911096;-2.677216267416753;5.58;0.4;96.32;13.75;11;1;1;0;0;1;2;1
12.0;63.0;37.05247973583891;-2.303522053733971;5.36;0.34;94.06;13.3;6;0;1;1;1;1;4;1
12.0;63.0;36.720059780386535;-2.765678262709384;7.03;0.98;87.75;8.94;1;0;1;0;1;1;15;0
12.0;63.0;37.0517033553052;-2.4683922165140784;7.4;0.8;86.05;12.95;6;1;1;0;0;1;6;1
12.0;63.0;36.92363266305839;-2.38514901205864;9.35;0.8;89.76;13.91;6;1;1;0;0;1;6;1
12.0;63.0;36.98920277545344;-2.665036141690857;6.77;0.68;87.17;10.85;3;0;1;0;1;1;14;0
12.0;63.0;36.95094430611896;-2.283836140982757;7.69;0.86;85.85;8.14;3;0;1;0;1;1;15;0
12.0;63.0;36.91629811597255;-2.614735334658557;6.95;0.32;94.78;14.1;9;1;1;1;0;1;10;1
12.0;63.0;36.99628561596107;-2.540045336495085;7.0;0.65;94.49;12.79;8;0;1;0;1;1;8;1
12.0;63.0;37.05306580677159;-2.2997437996471444;7.47;0.72;93.56;11.49;6;0;1;0;1;1;8;1
12.0;63.0;36.71577654262352;-2.7046006343913143;8.46;0.5;86.33;17.34;3;0;1;0;1;1;5;1
12.0;63.0;36.74561712545301;-2.5356043201010765;2.8;0.3;97.73;12.54;9;0;1;0;1;1;16;0
12.0;63.0;37.04220099081022;-2.5203574337680377;6.08;0.4;94.17;13.54;7;0;1;0;1;1;17;1
12.0;63.0;36.95991309954289;-2.660509865087428;7.0;0.72;93.07;11.7;6;0;1;0;1;1;8;1
12.0;63.0;36.70156773806658;-2.7250036992075857;5.34;0.35;93.75;12.72;6;0;1;1;1;1;11;0
12.0;63.0;36.74680695469844;-2.3168850600827864;7.34;0.9;86.16;9.49;3;0;1;0;1;1;15;0
12.0;63.0;37.120713373713485;-2.262159753854758;8.23;0.44;86.35;17.36;3;0;1;0;1;1;5;1
12.0;63.0;36.79713664742209;-2.3651683803425487;5.03;0.34;94.84;12.02;7;0;1;1;1;1;11;0
12.0;63.0;36.95408004170698;-2.579818339837284;5.13;0.33;94.71;14.47;8;1;1;1;1;1;11;1
12.0;63.0;37.14989309132384;-2.773878032792994;5.07;0.42;95.06;11.14;6;0;1;0;1;1;9;0
12.0;63.0;36.87201664545676;-2.683400341083177;3.87;0.3;95.6;14.12;10;1;1;1;0;1;7;1
12.0;63.0;36.91263641030381;-2.649125408870898;7.93;0.8;86.61;13.49;7;0;1;0;0;1;6;1
12.0;63.0;37.14128572012797;-2.3662734165732764;5.15;0.34;94.48;13.92;7;0;1;1;1;1;11;1
12.0;63.0;36.80441832469821;-2.6801066941192166;5.15;0.32;93.86;12.08;8;0;1;1;1;1;11;0
19.0;48.0;37.07726274478286;-2.201518128473965;3.06;0.3;97.64;12.53;10;0;1;0;1;1;16;0
19.0;48.0;36.9464345923808;-2.2428498096534355;5.42;0.42;95.5;10.38;7;0;1;0;1;1;9;0
19.0;48.0;37.08964450857284;-2.4145012171145144;7.36;0.6;94.2;11.14;6;0;1;0;1;1;8;1
19.0;48.0;37.00744938113843;-2.2414836374727747;4.07;0.27;97.04;14.53;10;1;0;0;1;1;12;1
19.0;48.0;36.96863273262655;-2.261629984777246;5.25;0.39;93.28;13.18;7;0;1;1;1;1;4;1
19.0;48.0;36.99120247412102;-2.7608969346841685;5.14;0.35;93.14;13.73;7;1;1;1;1;1;4;1
19.0;48.0;36.89996049587174;-2.218738009912877;5.26;0.35;94.71;13.82;7;1;1;1;1;1;11;1
19.0;48.0;37.117811530908895;-2.569112225859302;7.73;0.63;94.09;13.98;6;1;1;0;1;1;8;1
19.0;48.0;36.7589177441621;-2.492854230539281;5.4;0.33;93.43;14.43;6;1;1;1;1;1;11;1
19.0;48.0;36.9623539311796;-2.33580824459524;5.17;0.32;94.1;13.72;7;1;1;1;1;1;11;1
19.0;48.0;36.74895147833789;-2.779644712475016;6.29;0.5;94.93;13.96;7;0;1;0;1;1;17;1
19.0;48.0;37.07933409061441;-2.716533266015609;8.27;0.73;93.8;10.83;9;1;1;0;1;1;8;1
19.0;48.0;36.72564271301049;-2.4855489153028256;6.91;0.39;94.92;13.62;9;0;1;1;0;1;10;1
19.0;48.0;37.11777376336988;-2.260603285139823;5.38;0.43;95.03;10.17;6;1;1;0;1;1;9;0
19.0;48.0;36.84452454083705;-2.6162963106515824;2.96;0.3;97.66;12.78;10;1;1;0;1;1;16;0
19.0;48.0;36.89668364444478;-2.7421589902665886;6.23;0.34;93.55;14.24;7;0;1;1;1;1;4;1
19.0;48.0;36.88611918085769;-2.439419522776477;8.55;0.8;87.45;14.46;5;0;1;0;0;1;6;1
19.0;48.0;37.11428484605372;-2.5877999693347635;5.84;0.36;93.81;14.07;6;0;1;1;1;1;4;1
19.0;48.0;37.1624487784708;-2.401413933046664;6.01;0.8;87.26;14.19;5;0;1;0;0;1;13;1
19.0;48.0;36.73330770554684;-2.690665499943489;5.91;0.31;94.35;14.11;6;0;1;1;1;1;4;1
19.0;48.0;37.01048106002286;-2.483488582379892;8.2;0.44;88.99;17.36;2;0;1;0;1;1;5;1
19.0;48.0;36.93834439327474;-2.6675002200355533;6.09;0.36;96.1;15.26;9;0;1;0;1;1;3;1
19.0;48.0;36.96036814747427;-2.4582330661355534;3.5;0.3;97.64;13.17;12;1;1;0;1;1;16;0
19.0;48.0;36.860281085472565;-2.379002011795761;5.0;0.33;93.5;12.55;8;0;1;1;1;1;11;0
19.0;48.0;37.03022393541942;-2.793632490978966;5.49;0.33;93.88;12.2;8;0;1;1;1;1;11;0
19.0;48.0;36.79619835403914;-2.687546367654853;7.81;0.63;94.07;13.76;8;0;1;0;1;1;8;1
19.0;48.0;37.088134250502826;-2.4232392539076533;5.17;0.47;95.29;11.27;9;0;1;0;1;1;9;0
19.0;48.0;36.71851264206883;-2.2000500788349378;6.0;0.37;96.42;12.02;8;0;1;0;1;1;3;1
19.0;48.0;36.77814901395009;-2.5310024902316046;6.28;0.8;85.99;12.18;5;0;1;0;0;1;13;0
19.0;48.0;36.82017506208174;-2.774108003678095;5.48;0.45;96.5;14.92;10;0;1;0;0;1;2;1
19.0;48.0;36.73481095496886;-2.7150037097961306;6.79;0.88;81.29;9.62;3;0;1;0;1;1;15;0
19.0;48.0;36.83377365640373;-2.310856719406337;6.18;0.49;96.58;14.0;10;1;1;0;1;1;3;1
19.0;48.0;36.88505366319951;-2.514715998622417;6.39;0.8;86.99;14.71;6;1;1;0;0;1;13;1
19.0;48.0;37.13952533542512;-2.6836165027835386;6.29;0.41;96.97;15.42;10;0;1;0;1;1;3;1
19.0;48.0;36.82267463574864;-2.766719515274094;4.24;0.26;96.92;16.31;9;0;0;0;1;1;12;1
19.0;48.0;37.18301666302707;-2.2991962311380214;6.16;0.59;94.18;14.52;7;0;1;0;1;1;17;1
19.0;48.0;37.08424944997424;-2.586359679520893;5.24;0.35;94.9;14.24;7;1;1;1;1;1;4;1
19.0;48.0;36.740094109996384;-2.34943363055428;7.54;0.88;82.17;9.19;2;0;1;0;1;1;15;0
19.0;48.0;37.08506809604225;-2.643096311796452;6.77;0.64;86.61;10.74;1;1;1;0;1;1;14;0
19.0;48.0;36.89245066565058;-2.4091671734198927;6.41;0.3;94.54;14.58;9;1;1;1;0;1;10;1
19.0;48.0;37.1171798913221;-2.626859563547904;3.57;0.3;97.76;12.35;9;0;1;0;1;1;16;0
19.0;48.0;36.74827570887216;-2.7321661334403857;8.08;0.83;84.08;9.41;3;0;1;0;1;1;15;0
19.0;48.0;36.821863244537575;-2.2110634820475594;6.33;0.48;94.95;14.07;7;0;1;0;1;1;17;1
19.0;49.0;36.89708092081917;-2.588164594270864;5.34;0.42;96.99;14.12;11;0;1;0;0;1;1;1
19.0;49.0;37.10376450403685;-2.7448942648136905;5.35;0.45;96.02;13.58;8;1;1;0;0;1;1;1
19.0;49.0;36.92812076551768;-2.4338028641757656;6.83;0.45;94.38;14.98;6;1;1;0;1;1;17;1
19.0;49.0;37.17724308080631;-2.528385792295114;3.77;0.3;97.21;17.14;10;0;0;0;1;1;12;1
19.0;49.0;37.0548153327476;-2.59120883253864;3.71;0.3;95.5;12.71;12;0;1;1;0;1;7;0
19.0;49.0;36.91189366488607;-2.5293381750776875;8.72;0.48;84.96;19.55;2;0;1;0;1;1;5;1
19.0;49.0;37.08266951708752;-2.645612855552168;6.34;0.44;96.54;14.21;9;1;1;0;1;1;3;1
19.0;49.0;36.745225174626185;-2.662383327451705;9.65;0.8;87.95;14.58;7;0;1;0;0;1;6;1
19.0;49.0;36.86797602159564;-2.523677385907607;3.97;0.3;95.69;13.21;8;1;1;1;0;1;7;0
19.0;49.0;37.066503597969735;-2.406819366365877;6.74;0.8;87.1;12.43;6;0;1;0;0;1;13;0
19.0;49.0;36.920137661079366;-2.552956142764628;6.96;0.67;87.24;11.18;1;0;1;0;1;1;14;0
19.0;49.0;36.83190457085053;-2.7351204701946177;6.14;0.49;96.96;12.58;8;0;1;0;1;1;3;1
19.0;49.0;37.01890299851488;-2.4746297528752224;3.63;0.3;95.78;14.31;13;1;1;1;0;1;7;1
19.0;49.0;37.03520968947269;-2.476483446250503;7.95;0.64;94.63;12.24;8;0;1;0;1;1;8;1
19.0;49.0;37.07069007602517;-2.7021240245928864;5.22;0.41;96.86;13.35;9;0;1;0;0;1;1;1
19.0;49.0;36.82839611913055;-2.5063796689719307;6.16;0.55;94.79;14.44;7;1;1;0;1;1;17;1
19.0;49.0;36.80317257121456;-2.252779531850017;2.99;0.3;97.67;12.35;13;0;1;0;1;1;16;0
19.0;49.0;37.08084133895037;-2.48400969560324;8.61;0.65;92.04;12.95;9;0;1;0;1;1;8;1
19.0;49.0;36.88453522338081;-2.722683267863283;7.68;0.36;94.84;14.81;8;0;1;1;0;1;10;1
19.0;49.0;36.73839976271604;-2.364574224204264;5.02;0.34;93.67;14.4;7;0;1;1;1;1;4;1
19.0;49.0;37.182990630594944;-2.701765886608622;6.78;0.8;85.2;14.1;6;0;1;0;0;1;13;1
19.0;49.0;36.72205701387057;-2.526725570331714;5.25;0.45;95.62;10.95;6;1;1;0;1;1;9;0
19.0;49.0;36.75897464009677;-2.564892055784406;5.4;0.32;94.68;13.93;8;0;1;1;1;1;11;1
19.0;49.0;36.92990626904572;-2.761291779009424;7.29;0.67;87.12;11.22;1;0;1;0;1;1;14;0
19.0;49.0;36.96368572379866;-2.536652252737562;6.69;0.65;94.61;10.05;6;0;1;0;1;1;8;0
19.0;49.0;36.84136083903178;-2.537487582158368;3.43;0.3;97.63;12.69;11;1;1;0;1;1;16;0
19.0;49.0;37.09106134939723;-2.203601483741066;5.27;0.4;95.36;11.75;9;1;1;0;1;1;9;0
19.0;49.0;36.94591202020273;-2.6577562777922017;5.18;0.48;95.2;11.68;9;0;1;0;1;1;9;0
19.0;49.0;37.01062154624592;-2.4945055107006087;6.28;0.57;92.32;12.93;9;1;1;0;1;1;8;1
19.0;49.0;36.75856313860727;-2.765690821344956;7.1;0.8;87.54;14.54;7;0;1;0;0;1;6;1
19.0;49.0;36.85650081822647;-2.532009681250984;6.29;0.35;94.63;14.63;6;0;1;1;1;1;4;1
19.0;49.0;37.11977556552587;-2.460308109198444;5.21;0.42;95.09;10.72;7;0;1;0;1;1;9;0
19.0;49.0;37.07052271674476;-2.3966791638250253;4.02;0.21;97.48;15.11;8;1;0;0;1;1;12;1
19.0;49.0;37.09246257515986;-2.647421693891291;5.18;0.41;96.24;13.91;11;1;1;0;0;1;1;1
19.0;49.0;37.16088624857377;-2.28403971021549;7.92;0.8;88.02;14.11;6;1;1;0;0;1;6;1
19.0;49.0;36.78222555243089;-2.7676149533602485;5.27;0.41;96.93;12.67;10;0;1;0;0;1;1;1
19.0;49.0;37.07801565932053;-2.2718717992692863;6.36;0.44;96.53;12.22;9;1;1;0;1;1;3;1
19.0;49.0;37.08783737673067;-2.776650477477004;3.75;0.3;95.77;13.35;11;0;1;1;0;1;7;0
19.0;49.0;37.15217967453047;-2.7852554136013987;5.09;0.32;94.28;14.4;6;1;1;1;1;1;11;1
19.0;49.0;36.97842333493265;-2.601009101618362;5.13;0.33;94.55;14.92;6;1;1;1;1;1;11;1
19.0;49.0;36.99751640717818;-2.730563785385816;5.11;0.39;94.03;14.32;7;0;1;1;1;1;4;1
19.0;49.0;37.12413316107221;-2.74902697504403;6.21;0.53;94.11;14.65;7;1;1;0;1;1;17;1
19.0;49.0;36.94027719665471;-2.413385856962763;5.47;0.42;95.57;11.99;8;0;1;0;1;1;9;0
19.0;49.0;36.88805605100057;-2.3366380441578345;5.01;0.44;95.46;10.07;7;1;1;0;1;1;9;0
19.0;49.0;36.76869784297518;-2.2421402828533106;5.55;0.41;96.53;12.17;9;0;1;0;0;1;2;1
19.0;49.0;37.00305560868157;-2.779826577432784;9.78;0.8;85.93;13.68;5;1;1;0;0;1;6;1
19.0;49.0;37.18320189247746;-2.502256776510553;3.43;0.3;97.73;12.91;11;1;1;0;1;1;16;0
19.0;49.0;37.0157449451244;-2.7576250274619785;6.66;0.41;94.8;12.07;6;0;1;0;1;1;17;1
19.0;49.0;37.19483469863005;-2.7800407213107903;5.81;0.37;93.97;12.83;7;0;1;1;1;1;4;1
19.0;49.0;37.00388967566289;-2.4140752688674363;2.52;0.3;97.62;12.81;13;0;1;0;1;1;16;0
19.0;49.0;37.155441802303095;-2.5118780564560943;8.9;0.66;92.48;12.38;9;1;1;0;1;1;8;1
19.0;49.0;36.70324176926219;-2.318836959219181;5.45;0.32;94.29;14.28;8;1;1;1;1;1;11;1
19.0;49.0;37.014742863123246;-2.657800612604316;7.95;0.45;87.4;19.28;2;1;1;0;1;1;5;1
19.0;49.0;37.110650937937336;-2.5401955164537227;6.03;0.34;94.17;12.06;6;0;1;1;1;1;4;1
19.0;49.0;36.94442975037705;-2.501063187315036;3.54;0.3;97.77;12.16;12;0;1;0;1;1;16;0
19.0;49.0;37.17503126191883;-2.495906525610451;7.21;0.7;87.0;11.19;3;0;1;0;1;1;14;0
19.0;49.0;37.09943497754669;-2.419921335706192;5.64;0.36;94.12;14.32;7;0;1;1;1;1;4;1
19.0;49.0;37.00271899465367;-2.768380977481375;7.52;0.54;86.92;17.7;1;1;1;0;1;1;5;0
19.0;49.0;36.75679142622906;-2.792547305537554;5.29;0.4;96.26;13.76;10;0;1;0;0;1;1;1
19.0;49.0;37.07167489042919;-2.5001509868927823;5.22;0.43;96.28;14.38;10;1;1;0;0;1;1;1
19.0;49.0;37.16906374893053;-2.312728685449476;6.58;0.65;92.56;10.77;6;1;1;0;1;1;8;0
19.0;49.0;36.89801512847578;-2.709887058047446;7.74;0.34;94.09;12.14;7;1;1;1;0;1;10;1
19.0;49.0;36.71649358447647;-2.471808957941584;8.15;0.62;92.75;11.09;9;0;1;0;1;1;8;1
19.0;49.0;36.70910460802336;-2.474980273478569;7.4;0.68;87.62;11.04;2;1;1;0;1;1;14;0
19.0;49.0;37.12438218583042;-2.382517592131167;8.1;0.66;92.66;10.07;8;0;1;0;1;1;8;1
19.0;49.0;36.777786264623714;-2.68519315113619;5.96;0.39;94.14;13.99;7;0;1;1;1;1;4;1
19.0;49.0;36.83483225326626;-2.660772044482405;6.63;0.42;94.33;14.36;7;0;1;0;1;1;17;1
19.0;49.0;36.84991903523618;-2.6654273694043025;8.82;0.47;85.95;14.63;1;0;1;0;1;1;5;0
19.0;50.0;36.89820917293223;-2.519023650651181;8.94;0.59;92.53;10.23;8;0;1;0;1;1;8;1
19.0;50.0;37.19414033010299;-2.4165976224516714;5.09;0.33;93.49;14.94;7;0;1;1;1;1;11;1
19.0;50.0;36.89214061607753;-2.4874200708593466;5.01;0.4;96.78;14.28;11;0;1;0;0;1;2;1
19.0;50.0;37.15696040164948;-2.520543235576037;6.73;0.8;87.39;13.36;7;1;1;0;0;1;13;1
19.0;50.0;37.00134246643092;-2.792367733456891;6.23;0.72;93.06;12.75;8;0;1;0;1;1;8;1
19.0;50.0;36.81610450792619;-2.5124875599565204;8.68;0.8;87.85;12.76;7;0;1;0;0;1;6;1
19.0;50.0;36.76367674954688;-2.4860713403686296;6.37;0.3;94.37;13.57;9;1;1;1;0;1;10;1
19.0;50.0;36.86513935614308;-2.542272133062576;5.58;0.41;96.83;13.01;11;0;1;0;0;1;2;1
19.0;50.0;36.76615675272914;-2.555031110997513;5.15;0.33;93.24;14.7;8;1;1;1;1;1;11;1
19.0;50.0;37.11956044813525;-2.2749029147030906;6.18;0.49;96.35;13.83;10;1;1;0;1;1;3;1
19.0;50.0;36.95111038321844;-2.6713289982406727;5.18;0.31;94.09;13.84;8;0;1;1;1;1;11;1
19.0;50.0;36.72074795433701;-2.324189708341975;5.32;0.34;93.12;14.59;6;0;1;1;1;1;11;1
19.0;50.0;36.95680321126678;-2.250752258451272;8.62;0.46;84.41;16.76;3;0;1;0;1;1;5;1
19.0;50.0;37.06066782134293;-2.6084588879214867;5.06;0.42;95.46;10.27;7;0;1;0;1;1;9;0
19.0;50.0;37.00686753875581;-2.3848313469540603;6.96;0.84;88.48;8.7;3;1;1;0;1;1;15;0
19.0;50.0;36.73793192476096;-2.692766601669625;3.63;0.3;97.69;12.83;13;1;1;0;1;1;16;0
19.0;50.0;36.9906283613391;-2.522090654618472;7.74;0.43;88.11;14.87;1;0;1;0;1;1;5;0
18.0;50.0;37.12752808414375;-2.428092041204204;5.33;0.41;96.69;14.72;11;0;1;0;0;1;1;1
18.0;50.0;36.81771532508048;-2.35366271448146;6.84;0.6;87.23;10.74;3;0;1;0;1;1;14;0
18.0;50.0;37.13653010302137;-2.72500905204686;5.38;0.31;92.14;13.0;7;0;1;1;1;1;4;1
18.0;50.0;36.72874503849372;-2.578029382995532;4.08;0.3;95.53;13.12;11;0;1;1;0;1;7;0
18.0;50.0;36.7162503255861;-2.4606301567123467;5.22;0.41;96.29;12.18;11;1;1;0;0;1;1;1
18.0;50.0;37.10993876725073;-2.2044201742803087;5.46;0.47;95.52;10.87;7;0;1;0;1;1;9;0
18.0;50.0;37.158405092549714;-2.768362752530712;5.12;0.43;95.24;10.07;6;1;1;0;1;1;9;0
18.0;50.0;36.82265583938037;-2.238977672814921;3.54;0.3;97.8;12.86;11;0;1;0;1;1;16;0
18.0;50.0;37.06137477976376;-2.7025108416931465;7.53;0.48;84.07;17.07;3;0;1;0;1;1;5;1
18.0;50.0;37.11491512283043;-2.3381563212078067;6.33;0.33;92.7;14.06;7;0;1;1;1;1;4;1
18.0;50.0;37.189283504838;-2.30661073123052;6.21;0.39;94.53;13.24;7;0;1;1;0;1;10;1
18.0;50.0;36.79378125286996;-2.362448928123127;8.83;0.49;88.83;19.87;2;0;1;0;1;1;5;1
18.0;50.0;37.15438628549682;-2.6068736823910554;9.2;0.8;88.98;13.27;7;0;1;0;0;1;6;1
18.0;50.0;37.02191803566916;-2.43385609817728;7.47;0.33;94.1;14.74;8;1;1;1;0;1;10;1
18.0;50.0;37.011734339305406;-2.331612575451738;6.84;0.72;92.24;13.21;7;0;1;0;1;1;8;1
18.0;50.0;37.094357265593096;-2.5225570507015083;5.49;0.48;95.52;10.85;7;0;1;0;1;1;9;0
18.0;50.0;37.04734277719356;-2.349850359134336;7.42;0.85;81.69;9.51;1;0;1;0;1;1;15;0
18.0;50.0;36.82404331130704;-2.6461323533346803;6.32;0.4;96.88;12.51;9;0;1;0;1;1;3;1
