,Unnamed: 0.1,temperature,humidity,date,nombre_finca,Fertilizantes,latitud,longitud,Unnamed: 0,Tipo,Brix,Acidez,Agua,Índice padurez,Calibre,Primavera,Verano,Otoño,Invierno,frescura
6377,9034,18.0,47.0,2018-02-22,"Murphy, Myers and Mitchell",No,37.04029184941816,-2.738793295933649,9034,Beef,5.52,0.45,96.92,14.5,10,Sí,No,No,Sí,True
6378,9035,18.0,47.0,2018-05-23,Schneider-Rasmussen,No,36.86120451876384,-2.2905567142805445,9035,Rama,5.49,0.3,94.99,14.58,8,Sí,Sí,Sí,Sí,True
6379,9036,18.0,47.0,2018-12-10,Lopez and Sons,No,36.9685885801051,-2.462022903303967,9036,Cherry Rama,7.46,0.82,85.33,8.65,2,Sí,No,Sí,Sí,False
6380,9038,18.0,47.0,2018-10-10,Nguyen-Thompson,Sí,36.74381031760441,-2.686431296413148,9038,Cherry Pera,7.22,0.55,86.15,16.33,3,Sí,No,Sí,Sí,True
6381,9039,18.0,47.0,2018-05-18,Schneider-Rasmussen,Sí,36.77981635473091,-2.766545515885785,9039,Liso,6.02,0.41,96.92,12.26,8,Sí,No,Sí,Sí,True
6382,9041,18.0,47.0,2018-01-19,Nguyen-Thompson,No,36.973318147401294,-2.35886715083849,9041,Flamenko,6.92,0.8,87.86,13.37,5,Sí,No,No,Sí,True
6383,9042,18.0,47.0,2018-05-01,Estrada LLC,No,36.718851812706966,-2.5545958864885376,9042,Larga Vida,5.2,0.5,95.15,11.99,8,Sí,No,Sí,Sí,False
6384,9045,19.0,47.0,2018-02-20,Schneider-Rasmussen,Sí,36.9024887539825,-2.44910232123282,9045,Beef,5.34,0.41,96.85,12.53,11,Sí,No,No,Sí,True
6385,9046,19.0,47.0,2018-02-18,"Collins, Shields and Anthony",Sí,37.01416664970829,-2.36599234266793,9046,Beef,5.02,0.43,96.52,13.03,11,Sí,No,No,Sí,True
6386,9047,19.0,47.0,2018-04-15,Schneider-Rasmussen,Sí,36.7241147113435,-2.7358347106624707,9047,Corazón de Buey,2.53,0.3,97.61,12.87,9,Sí,No,Sí,Sí,False
6387,9050,19.0,47.0,2018-12-24,Strickland-Rose,Sí,37.127796085372616,-2.375239566995506,9050,Negro,6.32,0.54,94.02,12.63,6,Sí,No,Sí,Sí,True
6388,9051,19.0,47.0,2018-07-08,Jones-Boyd,No,37.18367783561235,-2.5499806610758595,9051,San Marzano,3.72,0.3,95.63,14.06,9,Sí,Sí,No,Sí,True
6389,9053,19.0,47.0,2018-03-23,Jones-Boyd,No,37.17828767174738,-2.4715616117390646,9053,Rama,5.36,0.33,94.75,12.27,8,Sí,Sí,Sí,Sí,False
6390,9054,19.0,47.0,2018-01-06,Nguyen-Thompson,No,37.07307138143598,-2.353408712375459,9054,Flamenko,6.96,0.8,89.0,12.69,7,Sí,No,No,Sí,True
6391,9055,19.0,47.0,2018-12-28,Lopez and Sons,No,37.1181317706739,-2.2523834206240334,9055,Rebelión,7.78,0.38,94.7,13.06,7,Sí,Sí,No,Sí,True
6392,9057,19.0,47.0,2018-11-19,Jones-Boyd,No,37.15690724798421,-2.5401504466596148,9057,Pera,6.22,0.37,93.38,12.29,7,Sí,Sí,Sí,Sí,True
6393,9060,19.0,47.0,2018-08-14,Lopez and Sons,No,36.97095642844253,-2.7303838980115698,9060,Rama,5.38,0.34,93.68,14.01,7,Sí,Sí,Sí,Sí,True
6394,9062,19.0,47.0,2018-01-05,"Collins, Shields and Anthony",No,36.97471755462006,-2.79173414526532,9062,Cherry Redondo,6.98,0.64,86.62,10.92,2,Sí,No,Sí,Sí,False
6395,9064,19.0,47.0,2018-12-02,Lopez and Sons,No,36.96145440223931,-2.206929832545341,9064,Adora,7.03,0.8,89.33,13.59,8,Sí,No,No,Sí,True
6396,9065,19.0,47.0,2018-11-10,Lopez and Sons,No,36.859376622117935,-2.3419449706042377,9065,Cherry Pera,8.23,0.52,85.07,18.35,2,Sí,No,Sí,Sí,True
6397,9068,19.0,48.0,2018-03-07,Schneider-Rasmussen,No,37.00336982495592,-2.756679402239615,9068,Rosa,5.35,0.43,96.74,12.84,11,Sí,No,No,Sí,True
6398,9070,19.0,48.0,2018-01-12,"Rodriguez, Montgomery and Valentine",No,36.97047880991115,-2.66677014165694,9070,Negro,6.1,0.45,94.21,13.39,7,Sí,No,Sí,Sí,True
6399,9071,19.0,48.0,2018-03-09,Strickland-Rose,No,37.08615458449261,-2.745433454928415,9071,Beef,5.06,0.42,96.45,13.86,10,Sí,No,No,Sí,True
6400,9073,19.0,48.0,2018-11-13,"Murphy, Myers and Mitchell",No,36.783500520375455,-2.283208061361825,9073,Corazon Casi,4.6,0.25,97.72,14.4,8,No,No,Sí,Sí,True
6401,9074,19.0,48.0,2018-08-02,"Rodriguez, Montgomery and Valentine",Sí,37.05684573983145,-2.389962865525127,9074,Rama,5.19,0.3,94.57,14.05,6,Sí,Sí,Sí,Sí,True
6402,9075,19.0,48.0,2018-01-07,Strickland-Rose,No,36.82930111775901,-2.220941080173246,9075,Pera,5.22,0.32,93.48,13.47,6,Sí,Sí,Sí,Sí,True
6403,9077,19.0,48.0,2018-11-12,Strickland-Rose,No,37.17428441999918,-2.433274874418676,9077,Cherry Redondo,6.95,0.68,86.53,10.93,1,Sí,No,Sí,Sí,False
6404,9079,19.0,48.0,2018-12-10,"Rodriguez, Montgomery and Valentine",Sí,36.7679543631155,-2.6677763974648463,9079,Cherry Rama,7.21,0.91,85.99,9.67,2,Sí,No,Sí,Sí,False
6405,9080,19.0,48.0,2018-06-27,"Roberson, Hunter and Webb",Sí,36.77854856810986,-2.599922559868321,9080,Pera,5.82,0.34,92.42,13.58,6,Sí,Sí,Sí,Sí,True
6406,9081,19.0,48.0,2018-12-13,Nguyen-Thompson,Sí,36.83320526208138,-2.784245770573902,9081,Larga Vida,5.35,0.45,95.21,10.13,7,Sí,No,Sí,Sí,False
6407,9082,19.0,48.0,2018-04-07,"Roberson, Hunter and Webb",Sí,36.86046564584088,-2.2637302647630366,9082,Negro,6.52,0.52,94.65,12.45,7,Sí,No,Sí,Sí,True
6408,9084,19.0,48.0,2018-05-01,Schneider-Rasmussen,No,36.830477239931525,-2.2912009143849144,9084,Pera,5.54,0.38,92.52,12.99,7,Sí,Sí,Sí,Sí,True
6409,9085,19.0,48.0,2018-09-22,Jones-Boyd,Sí,37.08198141244468,-2.592860505229325,9085,Corazon Casi,4.27,0.22,97.3,16.3,10,No,No,Sí,Sí,True
6410,9086,19.0,48.0,2018-03-04,Nguyen-Thompson,No,36.96776849144486,-2.7029712342470145,9086,Larga Vida,5.08,0.49,95.64,11.92,9,Sí,No,Sí,Sí,False
6411,9087,19.0,48.0,2018-05-19,Lopez and Sons,No,36.8668357222018,-2.4164797282003088,9087,Adora,7.11,0.8,89.18,14.27,5,Sí,No,No,Sí,True
6412,9089,19.0,48.0,2018-01-29,Nguyen-Thompson,No,36.84095592571264,-2.446819835935488,9089,Beef,5.19,0.41,96.3,12.85,10,Sí,No,No,Sí,True
6413,9090,19.0,48.0,2018-05-13,Jones-Boyd,Sí,36.70887943544732,-2.352008228173107,9090,Rebelión,6.98,0.35,94.82,12.25,9,Sí,Sí,No,Sí,True
6414,9092,19.0,48.0,2018-01-31,Nguyen-Thompson,Sí,37.02174773626343,-2.2105749341797005,9092,Negro,6.41,0.54,95.0,13.48,6,Sí,No,Sí,Sí,True
6415,9094,19.0,48.0,2018-09-28,"Murphy, Myers and Mitchell",No,36.91597738547674,-2.631795350162221,9094,Pera,5.37,0.37,94.65,14.14,6,Sí,Sí,Sí,Sí,True
6416,9095,19.0,48.0,2018-01-02,"Murphy, Myers and Mitchell",Sí,36.93934977496568,-2.353942557295423,9095,Cherry Rama,7.29,0.8,88.35,7.88,3,Sí,No,Sí,Sí,False
6417,9097,19.0,48.0,2018-05-31,"Murphy, Myers and Mitchell",No,36.71431189947558,-2.314090126534321,9097,Cherry Redondo,7.06,0.67,87.21,10.82,2,Sí,No,Sí,Sí,False
6418,9099,19.0,48.0,2018-01-03,Jones-Boyd,No,37.06002784894751,-2.40096070313099,9099,Larga Vida,5.08,0.47,95.4,10.14,7,Sí,No,Sí,Sí,False
6419,9101,19.0,48.0,2018-04-16,"Collins, Shields and Anthony",Sí,37.04082798346332,-2.60278494686128,9101,San Marzano,3.68,0.3,95.59,12.79,10,Sí,Sí,No,Sí,False
6420,9102,19.0,48.0,2018-03-30,Jones-Boyd,No,36.98171143082806,-2.721613950231001,9102,San Marzano,3.99,0.3,95.55,14.06,12,Sí,Sí,No,Sí,True
6421,9104,19.0,48.0,2018-10-13,"Rodriguez, Montgomery and Valentine",No,36.80379099502657,-2.3902405956172523,9104,Cherry Redondo,6.86,0.61,87.3,10.9,1,Sí,No,Sí,Sí,False
6422,9106,19.0,48.0,2018-04-09,Estrada LLC,No,36.70742791592571,-2.4645199964560485,9106,Beef,5.11,0.45,96.6,14.29,11,Sí,No,No,Sí,True
6423,9107,19.0,48.0,2018-05-04,"Roberson, Hunter and Webb",Sí,36.96879238317133,-2.337861400342728,9107,San Marzano,3.68,0.3,95.76,13.93,10,Sí,Sí,No,Sí,True
6424,9108,19.0,48.0,2018-01-16,"Roberson, Hunter and Webb",No,37.05815999337366,-2.427283615669344,9108,Rebelión,6.83,0.38,94.24,12.12,8,Sí,Sí,No,Sí,True
6425,9112,19.0,48.0,2018-09-11,Strickland-Rose,Sí,36.84804971402547,-2.698357322490241,9112,Cherry Redondo,6.86,0.67,87.51,10.83,1,Sí,No,Sí,Sí,False
6426,9116,19.0,48.0,2018-03-25,"Murphy, Myers and Mitchell",No,37.19724983739627,-2.2119332771673266,9116,Negro,6.69,0.43,94.49,14.63,7,Sí,No,Sí,Sí,True
6427,9117,19.0,48.0,2018-04-17,Jones-Boyd,Sí,37.19519316296801,-2.613007791000431,9117,Beef,5.43,0.44,96.47,13.15,9,Sí,No,No,Sí,True
6428,9118,19.0,48.0,2018-03-25,"Collins, Shields and Anthony",No,37.16629194554676,-2.4046825077984395,9118,Corazón de Buey,3.29,0.3,97.69,13.02,11,Sí,No,Sí,Sí,False
6429,9119,19.0,48.0,2018-01-10,Nguyen-Thompson,No,37.105514786654425,-2.2788881311527804,9119,San Marzano,4.07,0.3,95.8,13.18,10,Sí,Sí,No,Sí,False
6430,9120,19.0,48.0,2018-01-31,Schneider-Rasmussen,No,36.9441456195354,-2.7144732817603368,9120,Rebelión,7.35,0.37,94.6,13.21,7,Sí,Sí,No,Sí,True
6431,9121,19.0,48.0,2018-01-29,Estrada LLC,No,36.84330656189434,-2.589892447180467,9121,Raf,8.45,0.64,93.99,11.98,9,Sí,No,Sí,Sí,True
6432,9123,19.0,48.0,2018-11-09,Strickland-Rose,No,37.04267520016594,-2.205386418576197,9123,Cherry Redondo,7.01,0.68,87.32,10.74,2,Sí,No,Sí,Sí,False
6433,9124,19.0,48.0,2018-02-01,"Rodriguez, Montgomery and Valentine",Sí,37.05022989393815,-2.6584587032811515,9124,Liso,6.22,0.42,96.62,14.71,10,Sí,No,Sí,Sí,True
6434,9125,19.0,48.0,2018-12-22,Jones-Boyd,Sí,36.79452891950591,-2.549397035957152,9125,Flamenko,6.78,0.8,89.19,13.5,5,Sí,No,No,Sí,True
6435,9130,19.0,48.0,2018-02-12,"Murphy, Myers and Mitchell",No,36.712829534944106,-2.329136892022907,9130,Beef,5.46,0.43,96.53,13.92,9,Sí,No,No,Sí,True
6436,9131,19.0,48.0,2018-01-13,"Collins, Shields and Anthony",No,36.70322563053583,-2.688045278653255,9131,Negro,6.03,0.41,94.65,12.36,7,Sí,No,Sí,Sí,True
6437,9132,19.0,48.0,2018-01-18,Schneider-Rasmussen,No,37.10334480464309,-2.4301215692009186,9132,Raf,8.56,0.73,92.56,11.23,6,Sí,No,Sí,Sí,True
6438,9136,14.0,58.0,2018-04-13,"Collins, Shields and Anthony",No,36.95223536551048,-2.475691719423322,9136,Larga Vida,5.14,0.5,95.62,10.6,7,Sí,No,Sí,Sí,False
6439,9138,14.0,58.0,2018-01-01,"Rodriguez, Montgomery and Valentine",Sí,37.011428008943646,-2.40285809370694,9138,San Marzano,3.94,0.3,95.7,14.03,8,Sí,Sí,No,Sí,True
6440,9140,14.0,58.0,2018-10-15,"Murphy, Myers and Mitchell",No,36.914351856952855,-2.220662428861988,9140,Corazón de Buey,3.38,0.3,97.69,12.44,13,Sí,No,Sí,Sí,False
6441,9141,14.0,58.0,2018-01-03,"Collins, Shields and Anthony",No,37.12552686678395,-2.7832070612175883,9141,Raf,7.49,0.7,93.27,13.05,6,Sí,No,Sí,Sí,True
6442,9142,14.0,58.0,2018-07-10,Lopez and Sons,No,37.09491847725067,-2.500395949525322,9142,Rama,5.05,0.34,93.17,13.64,6,Sí,Sí,Sí,Sí,True
6443,9143,14.0,58.0,2018-04-05,"Roberson, Hunter and Webb",No,36.80194696361186,-2.3776175061921108,9143,Cherry Rama,6.79,0.86,82.87,9.27,2,Sí,No,Sí,Sí,False
6444,9144,14.0,58.0,2018-10-21,Nguyen-Thompson,No,36.84212682802061,-2.218880562694709,9144,Cherry Redondo,6.88,0.61,86.82,11.11,3,Sí,No,Sí,Sí,False
6445,9145,14.0,58.0,2018-02-07,"Roberson, Hunter and Webb",No,36.75092282426136,-2.687226066067589,9145,Negro,6.32,0.44,94.49,13.56,7,Sí,No,Sí,Sí,True
6446,9146,14.0,58.0,2018-05-10,Jones-Boyd,No,36.75199928093395,-2.763173935289052,9146,Rebelión,7.85,0.35,94.76,14.21,9,Sí,Sí,No,Sí,True
6447,9151,14.0,58.0,2018-05-31,Jones-Boyd,No,36.73162119519067,-2.5900475617180865,9151,Flamenko,6.96,0.8,88.67,12.02,6,Sí,No,No,Sí,False
6448,9155,14.0,58.0,2018-01-28,Lopez and Sons,No,36.81346441406633,-2.2963702903258394,9155,Cherry Redondo,6.75,0.67,86.67,11.22,3,Sí,No,Sí,Sí,False
6449,9156,14.0,58.0,2018-03-05,Lopez and Sons,No,36.945427416748345,-2.4326965571637618,9156,Corazón de Buey,3.49,0.3,97.75,13.13,13,Sí,No,Sí,Sí,False
6450,9157,14.0,58.0,2018-12-01,"Collins, Shields and Anthony",No,37.04476466318446,-2.537114680659816,9157,Larga Vida,5.04,0.42,95.39,10.37,8,Sí,No,Sí,Sí,False
6451,9158,14.0,58.0,2018-04-08,"Rodriguez, Montgomery and Valentine",No,36.97696372933897,-2.5569266390092578,9158,Cherry Pera,7.27,0.49,88.18,15.6,2,Sí,No,Sí,Sí,False
6452,9159,14.0,58.0,2018-12-11,"Roberson, Hunter and Webb",No,36.74698400656672,-2.608966439451049,9159,Corazón de Buey,3.47,0.3,97.67,12.73,13,Sí,No,Sí,Sí,False
6453,9161,14.0,58.0,2018-06-26,"Murphy, Myers and Mitchell",No,37.02626055444121,-2.251616939226331,9161,San Marzano,4.1,0.3,95.89,13.08,13,Sí,Sí,No,Sí,False
6454,9162,14.0,58.0,2018-03-05,"Murphy, Myers and Mitchell",No,36.792598189018754,-2.489871164793473,9162,Rosa,5.44,0.44,96.93,12.23,8,Sí,No,No,Sí,True
6455,9164,14.0,58.0,2018-04-20,Schneider-Rasmussen,No,36.79168466796943,-2.576674919079549,9164,Corazón de Buey,3.5,0.3,97.8,13.16,13,Sí,No,Sí,Sí,False
6456,9165,14.0,58.0,2018-09-10,Lopez and Sons,No,36.75010927194129,-2.561835139399722,9165,Liso,6.45,0.48,96.4,15.87,10,Sí,No,Sí,Sí,True
6457,9167,14.0,58.0,2018-04-14,Strickland-Rose,Sí,36.786330210404095,-2.4181409155051297,9167,Rebelión,6.29,0.32,94.27,14.59,9,Sí,Sí,No,Sí,True
6458,9171,14.0,58.0,2018-01-02,Jones-Boyd,Sí,36.82583151678448,-2.3774634423296246,9171,Corazon Casi,3.95,0.28,96.72,17.75,9,No,No,Sí,Sí,True
6459,9175,14.0,58.0,2018-05-17,"Collins, Shields and Anthony",No,36.76421652827686,-2.48431970394195,9175,Raf,7.72,0.7,93.1,12.91,9,Sí,No,Sí,Sí,True
6460,9176,14.0,58.0,2018-05-06,Jones-Boyd,No,36.8492459956862,-2.430960827770828,9176,Beef,5.37,0.44,96.92,14.33,8,Sí,No,No,Sí,True
6461,9177,14.0,58.0,2018-03-08,Nguyen-Thompson,Sí,36.90537560005249,-2.614074785395503,9177,Larga Vida,5.09,0.49,95.53,11.56,8,Sí,No,Sí,Sí,False
6462,9178,14.0,58.0,2018-11-05,Jones-Boyd,Sí,36.91025551269278,-2.231669595758848,9178,Negro,6.7,0.41,94.75,13.48,7,Sí,No,Sí,Sí,True
6463,9179,14.0,58.0,2018-05-19,"Murphy, Myers and Mitchell",No,36.99327775872796,-2.697397772397005,9179,Rebelión,6.01,0.4,94.65,12.49,9,Sí,Sí,No,Sí,True
6464,9180,14.0,58.0,2018-12-03,"Rodriguez, Montgomery and Valentine",No,36.79225746335898,-2.2240330901366088,9180,Cherry Rama,7.23,0.96,89.95,9.67,2,Sí,No,Sí,Sí,False
6465,9181,14.0,58.0,2018-08-15,Nguyen-Thompson,Sí,37.0547388220561,-2.7536110191875385,9181,Rama,5.46,0.3,94.65,13.54,8,Sí,Sí,Sí,Sí,True
6466,9183,14.0,59.0,2018-04-17,Schneider-Rasmussen,No,37.15281879475385,-2.741007421328622,9183,Corazón de Buey,2.94,0.3,97.62,12.34,13,Sí,No,Sí,Sí,False
6467,9184,14.0,59.0,2018-03-30,"Murphy, Myers and Mitchell",No,36.71827000775786,-2.6365146243863857,9184,Liso,6.23,0.4,96.23,13.88,9,Sí,No,Sí,Sí,True
6468,9185,14.0,59.0,2018-05-25,Jones-Boyd,No,36.91889027535928,-2.219632502837383,9185,Larga Vida,5.04,0.47,95.43,11.9,8,Sí,No,Sí,Sí,False
6469,9186,14.0,59.0,2018-01-09,Nguyen-Thompson,Sí,37.00236613265641,-2.766357479241576,9186,San Marzano,3.85,0.3,95.92,13.61,12,Sí,Sí,No,Sí,True
6470,9187,14.0,59.0,2018-09-20,"Murphy, Myers and Mitchell",Sí,36.923223760332114,-2.6551985799741864,9187,Rama,5.41,0.31,94.57,13.5,6,Sí,Sí,Sí,Sí,True
6471,9188,14.0,59.0,2018-03-30,Estrada LLC,Sí,36.79574178377919,-2.561418567530213,9188,Negro,6.68,0.42,94.71,12.2,7,Sí,No,Sí,Sí,True
6472,9189,14.0,59.0,2018-02-12,"Rodriguez, Montgomery and Valentine",No,37.048736980273496,-2.752603069310705,9189,Larga Vida,5.3,0.44,95.6,11.2,9,Sí,No,Sí,Sí,False
6473,9190,14.0,59.0,2018-11-02,Nguyen-Thompson,No,36.965734833123,-2.4333794101501924,9190,Raf,8.55,0.68,93.88,11.74,9,Sí,No,Sí,Sí,True
6474,9192,14.0,59.0,2018-11-09,Schneider-Rasmussen,Sí,36.70688835630647,-2.7064995558687595,9192,Corazon Casi,4.59,0.28,97.57,16.1,8,No,No,Sí,Sí,True
6475,9193,14.0,59.0,2018-02-10,"Murphy, Myers and Mitchell",No,36.8063526603104,-2.640435912732102,9193,Flamenko,6.79,0.8,87.12,14.73,5,Sí,No,No,Sí,True
6476,9195,14.0,59.0,2018-11-15,Jones-Boyd,Sí,36.78655538750049,-2.4770204513651484,9195,Cherry Pera,7.66,0.44,84.48,15.62,3,Sí,No,Sí,Sí,True
6477,9196,13.0,59.0,2018-04-30,Schneider-Rasmussen,Sí,36.915113561309,-2.43532585031404,9196,Raf,8.99,0.68,94.69,11.03,9,Sí,No,Sí,Sí,True
6478,9198,13.0,59.0,2018-03-22,"Murphy, Myers and Mitchell",Sí,37.037888553808735,-2.715750400791592,9198,Beef,5.11,0.44,96.57,14.83,9,Sí,No,No,Sí,True
6479,9199,13.0,59.0,2018-12-26,"Rodriguez, Montgomery and Valentine",No,36.92956611570825,-2.611407948158621,9199,Rama,5.18,0.32,93.99,14.2,6,Sí,Sí,Sí,Sí,True
6480,9200,13.0,59.0,2018-04-15,"Collins, Shields and Anthony",No,36.81575534664909,-2.592933896199535,9200,Cherry Pera,7.89,0.51,86.78,15.67,2,Sí,No,Sí,Sí,False
6481,9201,13.0,59.0,2018-05-26,Strickland-Rose,Sí,37.01365611108727,-2.5239898857704475,9201,Cherry Rama,6.92,0.7,83.62,9.11,1,Sí,No,Sí,Sí,False
6482,9202,13.0,59.0,2018-10-18,Jones-Boyd,Sí,36.96453408126453,-2.5956464268497768,9202,Cherry Rama,7.35,0.77,84.48,7.89,2,Sí,No,Sí,Sí,False
6483,9203,13.0,59.0,2018-11-06,"Collins, Shields and Anthony",No,37.05105335677197,-2.2347067240451333,9203,Raf,7.36,0.74,94.77,10.68,6,Sí,No,Sí,Sí,True
6484,9204,13.0,59.0,2018-01-25,Estrada LLC,No,37.039870902501896,-2.4773373081264216,9204,Adora,7.57,0.8,88.57,13.36,5,Sí,No,No,Sí,True
6485,9205,13.0,59.0,2018-04-05,Lopez and Sons,Sí,36.74206638652841,-2.4151532879461635,9205,Rama,5.48,0.32,93.5,13.55,8,Sí,Sí,Sí,Sí,True
6486,9206,13.0,59.0,2018-05-21,Strickland-Rose,No,36.86486683447801,-2.7615822552450275,9206,Flamenko,6.03,0.8,85.63,13.61,8,Sí,No,No,Sí,True
6487,9208,13.0,59.0,2018-03-23,Lopez and Sons,No,37.0293894945739,-2.581604160540474,9208,Rosa,5.4,0.45,96.28,13.82,11,Sí,No,No,Sí,True
6488,9211,13.0,59.0,2018-09-10,"Roberson, Hunter and Webb",No,37.02520757698639,-2.6607487557160168,9211,Cherry Redondo,6.83,0.67,86.53,11.18,1,Sí,No,Sí,Sí,False
6489,9213,13.0,59.0,2018-08-11,Estrada LLC,Sí,36.84043472986865,-2.32016924956238,9213,Rama,5.32,0.34,94.27,14.81,7,Sí,Sí,Sí,Sí,True
6490,9216,13.0,59.0,2018-09-02,Lopez and Sons,Sí,37.077699924902944,-2.350273450713681,9216,Pera,5.58,0.36,94.33,13.51,7,Sí,Sí,Sí,Sí,True
6491,9217,13.0,59.0,2018-01-13,Jones-Boyd,No,36.97926178385233,-2.3760798134164403,9217,Pera,5.74,0.38,94.91,12.9,6,Sí,Sí,Sí,Sí,True
6492,9219,13.0,59.0,2018-01-10,"Collins, Shields and Anthony",No,37.00508010302414,-2.49879056747866,9219,Corazon Casi,4.67,0.25,96.91,15.09,8,No,No,Sí,Sí,True
6493,9221,13.0,59.0,2018-04-09,"Roberson, Hunter and Webb",No,36.70495902409251,-2.7701651097054785,9221,San Marzano,3.68,0.3,95.97,12.7,11,Sí,Sí,No,Sí,False
6494,9223,13.0,59.0,2018-12-22,Strickland-Rose,No,37.13918278246522,-2.6919060842492337,9223,Cherry Rama,6.96,0.83,87.57,8.28,1,Sí,No,Sí,Sí,False
6495,9225,13.0,59.0,2018-02-22,"Murphy, Myers and Mitchell",No,36.9909281958629,-2.299250699394119,9225,Beef,5.18,0.41,96.8,14.24,8,Sí,No,No,Sí,True
6496,9227,13.0,59.0,2018-10-26,Schneider-Rasmussen,No,36.74792017498135,-2.5916237910245554,9227,Pera,5.98,0.32,93.89,14.76,6,Sí,Sí,Sí,Sí,True
6497,9228,13.0,59.0,2018-01-09,Schneider-Rasmussen,No,36.90326754732845,-2.362098199494159,9228,Larga Vida,5.06,0.4,95.95,10.48,9,Sí,No,Sí,Sí,False
6498,9231,13.0,59.0,2018-12-29,"Collins, Shields and Anthony",No,36.93486132703811,-2.2563722495191096,9231,Rosa,5.22,0.43,96.17,13.82,10,Sí,No,No,Sí,True
6499,9232,13.0,59.0,2018-09-23,"Rodriguez, Montgomery and Valentine",Sí,36.9060164333526,-2.220690332537665,9232,Cherry Redondo,6.97,0.65,86.26,10.87,3,Sí,No,Sí,Sí,False
6500,9233,13.0,59.0,2018-07-26,Schneider-Rasmussen,No,37.075694788742375,-2.3516586432464206,9233,San Marzano,3.64,0.3,95.58,13.67,8,Sí,Sí,No,Sí,False
6501,9234,13.0,59.0,2018-02-02,Estrada LLC,No,36.746591855421066,-2.565743892670064,9234,Raf,6.53,0.71,93.5,13.47,9,Sí,No,Sí,Sí,True
6502,9235,13.0,59.0,2018-10-10,Schneider-Rasmussen,No,36.797720504650925,-2.553224718177868,9235,Corazon Casi,3.53,0.29,97.16,16.22,9,No,No,Sí,Sí,True
6503,9237,13.0,59.0,2018-03-25,Estrada LLC,No,36.90138059093368,-2.7446264753549885,9237,Cherry Pera,7.19,0.52,87.67,19.78,1,Sí,No,Sí,Sí,False
6504,9238,13.0,59.0,2018-12-23,Jones-Boyd,Sí,36.76710580130121,-2.4862863932868597,9238,Cherry Rama,6.94,0.9,85.49,8.56,2,Sí,No,Sí,Sí,False
6505,9239,13.0,59.0,2018-04-04,Lopez and Sons,No,36.90396084231581,-2.315650001025679,9239,Pera,5.01,0.33,92.5,14.03,6,Sí,Sí,Sí,Sí,True
6506,9240,13.0,59.0,2018-08-08,"Rodriguez, Montgomery and Valentine",Sí,36.74566019403985,-2.523105878265858,9240,Rebelión,7.08,0.38,94.2,13.97,9,Sí,Sí,No,Sí,True
6507,9241,13.0,59.0,2018-10-05,Nguyen-Thompson,No,37.031793974640905,-2.4865834807104865,9241,Rama,5.44,0.34,94.19,12.18,6,Sí,Sí,Sí,Sí,False
6508,9243,13.0,59.0,2018-10-26,"Collins, Shields and Anthony",Sí,37.10019234523968,-2.718735493769312,9243,Cherry Pera,8.82,0.45,86.68,17.76,2,Sí,No,Sí,Sí,True
6509,9244,13.0,59.0,2018-09-06,"Collins, Shields and Anthony",No,37.02796621582623,-2.27357726427989,9244,Cherry Rama,6.93,0.7,83.2,8.95,3,Sí,No,Sí,Sí,False
6510,9245,13.0,59.0,2018-05-04,Schneider-Rasmussen,No,36.99959278930759,-2.2073313031191404,9245,Liso,6.33,0.46,96.62,15.35,10,Sí,No,Sí,Sí,True
6511,9246,13.0,59.0,2018-01-31,"Murphy, Myers and Mitchell",No,36.81962708210028,-2.528884520066057,9246,Rebelión,6.19,0.35,94.96,12.21,7,Sí,Sí,No,Sí,True
6512,9247,13.0,59.0,2018-02-26,Lopez and Sons,No,36.91035367724676,-2.58474707214692,9247,Cherry Redondo,7.33,0.62,87.65,11.14,2,Sí,No,Sí,Sí,False
6513,9248,13.0,59.0,2018-12-27,Estrada LLC,No,36.981930745365744,-2.630862907772411,9248,Cherry Pera,8.85,0.45,87.75,15.48,1,Sí,No,Sí,Sí,False
6514,9250,13.0,59.0,2018-11-23,Estrada LLC,Sí,37.08527834721016,-2.29658856088443,9250,Corazón de Buey,2.89,0.3,97.68,13.16,12,Sí,No,Sí,Sí,False
6515,9251,13.0,59.0,2018-05-09,Schneider-Rasmussen,No,37.11415506143633,-2.476178282290558,9251,Rebelión,6.62,0.37,94.49,12.73,9,Sí,Sí,No,Sí,True
6516,9252,13.0,59.0,2018-01-01,"Roberson, Hunter and Webb",No,37.13826347997321,-2.23989725090325,9252,Cherry Redondo,7.37,0.63,86.78,10.74,2,Sí,No,Sí,Sí,False
6517,9255,13.0,59.0,2018-04-15,"Roberson, Hunter and Webb",No,36.875197838141546,-2.7271924371822207,9255,Larga Vida,5.26,0.47,95.17,11.73,7,Sí,No,Sí,Sí,False
6518,9256,13.0,59.0,2018-12-04,Jones-Boyd,No,36.72128529790975,-2.4707024164241727,9256,Flamenko,6.15,0.8,86.17,14.53,5,Sí,No,No,Sí,True
6519,9257,13.0,60.0,2018-12-21,Jones-Boyd,Sí,37.08973933784042,-2.691168721302707,9257,Raf,7.14,0.61,94.54,10.53,9,Sí,No,Sí,Sí,True
6520,9258,13.0,60.0,2018-02-03,"Roberson, Hunter and Webb",No,36.73395692516519,-2.2706226834535665,9258,Raf,7.09,0.58,93.15,11.39,7,Sí,No,Sí,Sí,True
